# Iteration, Elapsed time, Mean value, Best value, Cycle
0,0.21548104286193848,64590.69862201518,31038.075531382034,24,26,23,15,19,25,27,28,22,20,21,17,18,14,16,13,12,11,10,9,7,3,4,5,1,0,2,6,8,
1,0.3725128173828125,44322.637410836505,30588.583820673335,20,22,21,28,27,25,19,16,17,18,14,11,10,9,7,3,4,5,1,0,2,6,8,12,13,15,26,24,23,
2,0.5349388122558594,43978.057258164765,30588.583820673335,20,22,21,28,27,25,19,16,17,18,14,11,10,9,7,3,4,5,1,0,2,6,8,12,13,15,26,24,23,
3,0.7430565357208252,44661.57335505264,30588.583820673335,19,16,17,18,14,11,10,9,7,3,4,5,1,0,2,6,8,12,13,15,26,24,23,20,22,21,28,27,25,
4,0.9001777172088623,42482.952471639226,29824.90621782402,19,16,17,18,14,11,10,9,7,3,4,5,1,0,2,6,8,12,13,20,22,21,28,27,25,24,23,26,15,
5,1.0758287906646729,39727.64731243473,29824.90621782402,19,16,17,18,14,11,10,9,7,3,4,5,1,0,2,6,8,12,13,20,22,21,28,27,25,24,23,26,15,
6,1.5356225967407227,31909.45174852687,27363.441700948835,24,26,19,25,27,28,22,21,20,16,17,18,14,11,9,10,0,1,5,4,7,3,2,6,8,12,13,15,23,
7,2.251223564147949,31650.31844843247,27154.48839924465,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,
8,2.660536766052246,32365.672490503013,27154.48839924465,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,
9,3.0594289302825928,31734.826514145534,27154.48839924465,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,
10,3.486884117126465,30669.638026941877,27154.48839924465,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,
11,4.050930976867676,30695.240834591725,27154.48839924464,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,
12,4.503091096878052,30415.507317826687,27154.48839924464,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,
13,5.020856142044067,30286.22290839291,27154.48839924464,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,
14,5.456470966339111,28575.101264001423,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
15,5.814462900161743,30302.101144202446,27154.48839924464,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,
16,6.096535682678223,30467.06830910922,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
17,6.431810617446899,29816.403169703404,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
18,6.97842264175415,28160.58046361583,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
19,7.447490453720093,28503.814117055666,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
20,7.876866340637207,28428.389710841748,27154.48839924464,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,
21,8.230818271636963,29818.944260974433,27154.48839924464,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,
22,8.564350128173828,29948.980061734484,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
23,9.009813070297241,29885.978478702,27154.48839924464,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,
24,9.361418962478638,28441.31384056821,27154.48839924464,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,
25,9.672303199768066,29199.537643089254,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
26,10.085179328918457,28465.646762318112,27154.48839924464,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,
27,10.429349422454834,29053.461866283265,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
28,10.707084655761719,29397.411805694905,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
29,11.058286666870117,28863.023905712438,27154.48839924464,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,
30,11.326846837997437,28577.17672118069,27154.48839924464,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,
31,11.614386796951294,28827.917730910533,27154.48839924464,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,
32,11.930195808410645,28159.081720423692,27154.48839924464,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,
33,12.233120918273926,28429.12781715023,27154.48839924464,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,
34,12.558880805969238,28313.032439817285,27154.48839924464,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,
35,12.829838991165161,27986.598549513754,27154.48839924464,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,18,14,11,10,9,5,0,1,4,7,3,2,6,
36,13.10296106338501,27633.300313194854,27154.48839924464,18,14,11,10,9,5,0,1,4,7,3,2,6,8,12,13,15,23,24,26,19,25,27,28,22,21,20,16,17,
